EntityID,Entidad,DxSindromatico
1482,E.P.S. SANITAS CONTRIBUTIVO.,"GONARTROSIS PRIMARIA, BILATERAL"
1582,SEGUROS LA PREVISORA,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1611,UNION TEMPORAL TOLIHUILA,CONTUSIONES
1728,UNION TEMPORAL TOLIHUILA,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
1743,MALLAMAS EPS,RETENCION URINARIA
1756,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,HEMATURIA
1761,E.P.S. SANITAS CONTRIBUTIVO.,MASTALGIA
1762,ASMET SALUD CONTRIBUTIVO,MASTITIS POR LACTANCIA
1868,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
1945,LA EQUIDAD SEGUROS O.C,DOLOR ABDOMINAL CONSTANTE
1971,CAJACOPI EPS S.A.S,DOLOR ABDOMINAL
1986,MALLAMAS EPS,DETERIORO ESTADO CONSCIENCIA
1989,ALIANSALUD EPS,VOMITO SIN SANGRE
1997,PARTICULARES,SINDROME EMETICO
2065,MALLAMAS EPS,VIOLENCIA DE GENERO
2073,COMPENSAR E.P.S CONTRIBUTIVO,SINDROME FEBRIL
2130,SECRETARIA DE SALUD DPTAL DEL HUILA,PARESTESIAS ASOCIADAS A ANSIEDAD
2138,PARTICULARES,CEFALEA CRONICA
2151,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,PARESTESIAS ASOCIADAS A ANSIEDAD
2176,MALLAMAS EPS,SINDROME CONVULSIVO
2191,SEGUROS COMERCIAL BOLIVAR SOAT,SINDROME CONVULSIVO
2229,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,HERIDA DE OTRA PARTE NO ESPECIFICADA
2233,EPS FAMISANAR SAS,TRAUMATISMO CRANEOENCEFALICO
2304,ALLIANZ SEGUROS DE VIDA S.A,HERIDA DE OTRA PARTE NO ESPECIFICADA
2347,SEGUROS DEL ESTADO,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
2388,EPS FAMISANAR SAS,TRAUMA CERRADO
2512,MUNICIPIO DE PITALITO,CONTUSIONES
2515,ASEGURADORA SOLIDARIA DE COLOMBIA,CONTUSIONES
2524,LA EQUIDAD SEGUROS O.C,TRAUMA CERRADO DE MANO Y PIE
2556,ASEGURADORA SOLIDARIA DE COLOMBIA,TRAUMA CERRADO DE MANO Y PIE
2651,SURAMERICANA SALUD,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2719,UNION TEMPORAL SALUD SUR2,DOLOR NO ESPECIFICADO
2728,MALLAMAS EPS,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2730,EPS FAMISANAR SAS,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2774,E.P.S. SANITAS CONTRIBUTIVO.,ESGUINCE
2805,PARTICULARES,CUERPO EXTRAÑO EN EL OJO
2836,ASOCIACION INDIGENA DEL CAUCA AIC,QUEMADURAS
2886,LA EQUIDAD SEGUROS O.C,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2905,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,INTENTO DE SUICIDIO
77,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR ABDOMINAL CONSTANTE
151,NUEVA EPS,INSUFICIENCIA CARDIACA CONGESTIVA
171,NUEVA EPS,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
179,FIDUCIARIA CENTRAL,CEFALEA Y FIEBRE
206,UNION TEMPORAL TOLIHUILA,DOLOR ABDOMINAL SEVERO
310,ASMET SALUD CONTRIBUTIVO,CONJUNTIVITIS AGUDA NO ESPECIFICADA
369,ASMET SALUD CONTRIBUTIVO,HIPERTENSION O HIPOTENSION LEVE
376,NUEVA EPS,LESIONES POR VIOLENCIA
425,SECRETARIA DE SALUD DPTAL DEL HUILA,ANEMIA POR DEFICIENCIA DE HIERRO
429,ASMET SALUD CONTRIBUTIVO,DOLOR TORAXICO
431,UNION TEMPORAL TOLIHUILA,MAREO
473,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DIABETES
493,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DIABETES
627,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,EPISODIO CONVULSION
737,E.P.S. SANITAS CONTRIBUTIVO.,ALTERACION VISUAL NO ESPECIFICADA
803,NUEVA EPS,OTORRAGIA /OTOLIQUIA POS TRAUMA
806,CAPITALSALUD E.P.S - S S.A.S,TOS SECA SIN COMPROMISO GENERAL
963,CAPITALSALUD E.P.S - S S.A.S,HEMORRAGIA INTRACEREBRAL
971,EMSSANAR E.P.S S.A.S,ACCIDENTE  CEREBRO VASCULAR
1005,E.P.S. SANITAS CONTRIBUTIVO.,"RINORREA, DOLOR FRONTAL, FIEBRE"
1054,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,AMIGDALITIS AGUDA
1086,NUEVA EPS,LARINGOTRAQUEITIS
1131,CAPITALSALUD E.P.S - S S.A.S,DOLOR TORAXICO
1177,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,DOLOR ABDOMINAL CONSTANTE
1238,NUEVA EPS,HERIDA DE CUELLO PARTE NO ESPECIFICADA
1283,MALLAMAS EPS,HERNIA INGUINAL
1343,MALLAMAS EPS,ABSCESO PIEL
1352,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,CELULITIS DE SITIO NO ESPECIFICADO
1401,MALLAMAS EPS,ACCIDENTE EN DOMICILIO
1444,UNION TEMPORAL TOLIHUILA,URTICARIA ALERGICA
1447,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR ABDOMINAL  FIEBRE  FLUJO VAGINAL
1494,FIDUCIARIA CENTRAL,TRAUMA CERRADO DE MANO Y PIE
1498,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA CERRADO DE MANO Y PIE
1601,CAPITALSALUD E.P.S - S S.A.S,DOLOR LUMBAR CRONICO
1627,E.P.S. SANITAS CONTRIBUTIVO.,FRACTURAS
1656,NUEVA EPS,DOLOR SEVERO TIPO COLICO EN FLANCO + HEMATURIA
1735,NUEVA EPS,VAGINITIS AGUDA
1831,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,HEMOPTISIS MODERADA
1846,ASMET SALUD CONTRIBUTIVO,CUERPO EXTRAÑO EN FARINGE ASOCIADO A DISNEA
1922,ASMET SALUD CONTRIBUTIVO,ABDOMEN AGUDO
1928,NUEVA EPS,APENDICITIS AGUDA
2101,SEGUROS LA PREVISORA,SINDROME FEBRIL
2164,ASOCIACION INDIGENA DEL CAUCA AIC,SINCOPE O LIPOTIMIA
2166,EMSSANAR E.P.S S.A.S,SINCOPE
2179,COMPENSAR E.P.S CONTRIBUTIVO,SINCOPE
2216,NUEVA EPS,TRAUMA NASAL SIN DISNEA
2231,POSITIVA COMPAÑIA DE SEGUROS,ACCIDENTE DE TRANSITO
2235,EPS FAMISANAR SAS,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2258,LA EQUIDAD SEGUROS O.C,TCE LEVE
2286,LA EQUIDAD SEGUROS O.C,ACCIDENTE LABORAL
2337,LIBERTY SEGUROS S.A.,CONTUSIONES
2465,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO
2528,SEGUROS LA PREVISORA,DEFORMIDAD EN ARTICULACION CON DOLOR
2595,SURAMERICANA SALUD,TRAUMA GENITALES EXTERNOS HEMATOMA O LACERACION
2611,MALLAMAS EPS,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2705,MUNDIAL DE SEGUROS,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2742,ASEGURADORA SOLIDARIA DE COLOMBIA,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2770,UNION TEMPORAL TOLIHUILA,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2799,COLMENA,CUERPO EXTRAÑO EN EL OJO
2801,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,CUERPO EXTRAÑO EN EL OJO
2925,UNION TEMPORAL TOLIHUILA,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
3,ASMET SALUD CONTRIBUTIVO,PERDIDA SUBITA DE VISION
7,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR ABDOMINAL CONSTANTE
110,NUEVA EPS,TOS SECA MALESTAR GENERAL FIEBRE
121,PARTICULARES,DOLOR ABDOMINAL CON DIARREA Y DHT
166,ASMET SALUD CONTRIBUTIVO,EPISODIO CONVULSION
190,ASMET SALUD CONTRIBUTIVO,ARTRALGIAS  FIEBRE
196,ASMET SALUD CONTRIBUTIVO,DOLOR TORACICO CON LA INSPIRACION
283,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR AGUDO
354,E.P.S. SANITAS CONTRIBUTIVO.,URTICARIA ALERGICA
394,ANAS WAYUU EPS,DOLOR NO ESPECIFICADO
412,ASMET SALUD CONTRIBUTIVO,ANEMIA POR DEFICIENCIA DE HIERRO
475,CAPITALSALUD E.P.S - S S.A.S,DOLOR ABDOMINAL CONSTANTE
482,NUEVA EPS,ABSCESO CUTANEO FURUNCULO DE SITIO NO ESPECIFICADO
637,SECRETARIA DE SALUD DPTAL DEL HUILA,CEFALEA
878,E.P.S. SANITAS CONTRIBUTIVO.,HEMATEMESIS MASIVA
891,ASMET SALUD CONTRIBUTIVO,ISQUEMIAS
899,UNION TEMPORAL TOLIHUILA,DETERIORO ESTADO CONSCIENCIA
1259,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL SEVERO
1358,SEGUROS DEL ESTADO,HERIDA DE OTRA PARTE NO ESPECIFICADA
1371,ASMET SALUD CONTRIBUTIVO,PIE DIABETICO SOBREINFECTADO
1376,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR EN DORSO LOCALIZADO
1389,CAPITALSALUD E.P.S - S S.A.S,HIPERTENSION O HIPOTENSION SEVERA
1418,MALLAMAS EPS,DOLOR PRECORDIAL
1424,ASMET SALUD CONTRIBUTIVO,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
1475,SEGUROS LA PREVISORA,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1554,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1571,NUEVA EPS,TRAUMA CERRADO
1635,CAPITALSALUD E.P.S - S S.A.S,DOLOR TORACICO CON LA PALPACION
1643,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
1722,E.P.S. SANITAS CONTRIBUTIVO.,PIELONEFRITIS
1773,ASMET SALUD CONTRIBUTIVO,ENFERMEDAD PELVICA INFLAMATORIA
1990,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,SINDROME EMETICO
2014,NUEVA EPS,PROLAPSO VAGINAL
2195,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,SINDROME CONVULSIVO
2246,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,TRAUMATISMO CRANEOENCEFALICO
2273,E.P.S. SANITAS CONTRIBUTIVO.,HERIDAS POR VIOLENCIA
2278,ASMET SALUD CONTRIBUTIVO,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2394,UNION TEMPORAL SALUD SUR2,TRAUMATISMO CRANEOENCEFALICO
2449,LIBERTY SEGUROS S.A.,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2462,SERV. OCCID. DE SALUD S.O.S.,HERIDA DE OTRA PARTE NO ESPECIFICADA
2475,EMSSANAR E.P.S S.A.S,DOLOR EN DORSO LOCALIZADO
2561,EMSSANAR E.P.S S.A.S,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2721,SECRETARIA DE SALUD DPTAL DEL HUILA,ACCIDENTE EN DOMICILIO
2740,PIJAOSALUD EPS-I,FRACTURA DE HUESOS LARGOS
2837,ECOPETROL,QUEMADURAS
2839,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,QUEMADURAS
2868,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ABUSO SEXUAL
42,NUEVA EPS,SINDROME FEBRIL
74,EMSSANAR E.P.S S.A.S,DIARREA SIN COMPROMISO GENERAL
76,EPS SURAMERICANA S.A.,DOLOR ABDOMINAL CON DIARREA Y DHT
94,DIRECCION DE SANIDAD MILITAR,SINDROME FEBRIL
126,DIRECCION DE SANIDAD MILITAR,DOLOR NO ESPECIFICADO
237,E.P.S. SANITAS CONTRIBUTIVO.,EDEMA SIN TRAUMA
295,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DERMATITIS INFECCIOSA
300,E.P.S. SANITAS CONTRIBUTIVO.,INFECCION ASINTOMATICA POR VIH
313,UNION TEMPORAL TOLIHUILA,SINDROME FEBRIL
427,MALLAMAS EPS,SANGRADO VAGINAL
549,MALLAMAS EPS,TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO
614,E.P.S. SANITAS CONTRIBUTIVO.,ESPASMO MUSCULAR
647,E.P.S. SANITAS CONTRIBUTIVO.,EPISTAXIS + HTA + CEFALEA
651,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,ACCIDENTE DE TRANSITO
698,ASMET SALUD CONTRIBUTIVO,TRAUMA OCULAR QUIMICO O FISICO
713,ASMET SALUD CONTRIBUTIVO,BLEFAROCONJUNTIVITIS
731,EPS FAMISANAR SAS,CUERPO EXTRAÑO EN EL OJO
796,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,TOS SECA MALESTAR GENERAL FIEBRE
801,ASMET SALUD CONTRIBUTIVO,"RINORREA, DOLOR FRONTAL, FIEBRE"
807,UNION TEMPORAL TOLIHUILA,TOS SECA MALESTAR GENERAL FIEBRE
828,PARTICULARES,VERTIGO CON EMESIS
930,NUEVA EPS,TAQUICARDIA SUPRAVENTRICULAR
960,LIBERTY SEGUROS S.A.,TRAUMATISMO CRANEOENCEFALICO
969,DIRECCION DE SANIDAD MILITAR,ACCIDENTE  CEREBRO VASCULAR
978,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ANEURISMA  ABDOMINAL
1001,ASMET SALUD CONTRIBUTIVO,RINORREA CONGESTION NASAL
1023,EPS FAMISANAR SAS,TOS SECA MALESTAR GENERAL FIEBRE
1174,CAJACOPI ARS,SINDROME FEBRIL
1194,MALLAMAS EPS,RINORREA CONGESTION NASAL
1272,EPS SURAMERICANA S.A.,APENDICITIS AGUDA
1301,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,SANGRADO RECTAL SIN COMPROMISO
1461,UNION TEMPORAL TOLIHUILA,URTICARIAS
1508,COMPAÑIA DE SEGUROS BOLIVAR S.A.,DOLOR NO ESPECIFICADO
1535,PROFESIONALES DE LA SALUD S.A,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1551,NUEVA EPS,DOLOR EN DORSO LOCALIZADO
1595,FIDUCIARIA CENTRAL,DOLOR TORACICO CON LA INSPIRACION
1780,ASMET SALUD CONTRIBUTIVO,"VAGINITIS, VULVITIS Y VULVOVAGINITIS INFECCIOSA"
1849,PARTICULARES,DOLOR TORACICO CON LA INSPIRACION
1907,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR ABDOMINAL SEVERO
1926,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR ABDOMINAL
1935,EMSSANAR E.P.S S.A.S,VOMITO SIN SANGRE
2046,EMSSANAR E.P.S S.A.S,DIABETES
2059,SECRETARIA DE SALUD DPTAL DEL HUILA,VIOLENCIA DE GENERO
2239,E.P.S. SANITAS CONTRIBUTIVO.,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2300,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2311,POSITIVA COMPAÑIA DE SEGUROS,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2364,POSITIVA COMPAÑIA DE SEGUROS,ACCIDENTE EN DOMICILIO
2405,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,TRAUMATISMO CRANEOENCEFALICO
2416,ASOCIACION INDIGENA DEL CAUCA AIC,TCE LEVE
2510,SEGUROS LA PREVISORA,FRACTURAS
2546,LA EQUIDAD SEGUROS O.C,FRACTURA DE HUESOS LARGOS
2589,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2631,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2634,ASOCIACION INDIGENA DEL CAUCA AIC,TRAUMA CERRADO DE MANO Y PIE
2729,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
2775,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,ESGUINCE
2788,EPS SURAMERICANA S.A.,DOLOR NO ESPECIFICADO
2906,SURAMERICANA SALUD,INTENTO DE SUICIDIO
2908,SERV. OCCID. DE SALUD S.O.S.,INTENTO DE SUICIDIO
2909,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,ENVENENAMIENTO ACCIDENTAL
47,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR ABDOMINAL CON DIARREA Y DHT
58,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR ABDOMINAL CON DIARREA Y DHT
155,SERV. OCCID. DE SALUD S.O.S.,DOLOR ABDOMINAL CON DIARREA Y DHT
162,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR ABDOMINAL CONSTANTE
186,ARMADA NACIONAL,DOLOR ABDOMINAL CON DIARREA Y DHT
210,MEDPLUS MEDICINA PREPAGADA,DOLOR ABDOMINAL CON DIARREA Y DHT
215,E.P.S. SANITAS CONTRIBUTIVO.,DIABETES
225,E.P.S. SANITAS CONTRIBUTIVO.,DISNEA MODERADA
229,ASMET SALUD CONTRIBUTIVO,DISNEA MODERADA
261,E.P.S. SANITAS CONTRIBUTIVO.,ULCERA CRONICA DE LA PIEL NO CLASIFICADA EN OTRA PARTE
276,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR OCULAR
340,ASOCIACION INDIGENA DEL CAUCA AIC,DERMATITIS ATOPICA NO ESPECIFICADA
410,NUEVA EPS,PALIDEZ CUTANEA Y FRIALDAD
489,ASOCIACION INDIGENA DEL CAUCA AIC,HERIDA DE OTRA PARTE NO ESPECIFICADA
556,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
620,UNION TEMPORAL TOLIHUILA,SINDROME CONVULSIVO
643,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CEFALEA
697,NUEVA EPS,BLEFAROCONJUNTIVITIS
705,NUEVA EPS,CONJUNTIVITIS VIRAL SIN OTRA ESPECIFICACION
716,POSITIVA COMPAÑIA DE SEGUROS,CONJUNTIVITIS
755,EMSSANAR E.P.S S.A.S,DOLOR OCULAR
775,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,DOLOR OCULAR
823,NUEVA EPS,MASTALGIA
990,ASMET SALUD CONTRIBUTIVO,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1046,ALIANSALUD EPS,DOLOR AGUDO
1066,EPS FAMISANAR SAS,AMIGDALITIS AGUDA
1216,ASOCIACION INDIGENA DEL CAUCA AIC,INSUFICIENCIA RESPIRATORIA AGUDA
1223,UNION TEMPORAL TOLIHUILA,CRISIS  ASMATICAS
1360,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,CELULITIS DE SITIO NO ESPECIFICADO
1383,CAPITALSALUD E.P.S - S S.A.S,DOLOR AGUDO
1416,NUEVA EPS,MASTITIS POR LACTANCIA
1514,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,DOLOR LUMBAR CRONICO
1625,SEGUROS LA PREVISORA,DOLOR ABDOMINAL INTERMITENTE
1822,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR TORAXICO
1833,ASOCIACION INDIGENA DEL CAUCA AIC,HEMOPTISIS MODERADA
1859,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR TORACICO CON LOS MOVIMIENTOS DEL TRONCO
1871,PARTICULARES,DOLOR TORAXICO
1904,MEDPLUS MEDICINA PREPAGADA,DISNEA MODERADA
1991,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,SINDROME EMETICO
2002,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO
2013,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,CIANOSIS
2018,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,HEMATURIA
2049,E.P.S. SANITAS CONTRIBUTIVO.,VIOLENCIA DE GENERO
2052,ASMET SALUD CONTRIBUTIVO,LESIONES POR VIOLENCIA
2057,EMSSANAR E.P.S S.A.S,VIOLENCIA DE GENERO
2084,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
2112,ASMET SALUD CONTRIBUTIVO,MENINGITIS
2115,MUNDIAL DE SEGUROS,CEFALEA
2202,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,TRAUMATISMO CRANEOENCEFALICO
2317,COMPENSAR E.P.S CONTRIBUTIVO,HERIDA DE OTRA PARTE NO ESPECIFICADA
2327,PARTICULARES,LESIONES POR VIOLENCIA
2351,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,TRAUMA CERRADO
2360,SURAMERICANA SALUD,CONTUSIONES
2454,NUEVA EPS,HERIDA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
2455,ASMET SALUD CONTRIBUTIVO,TRAUMA PENETRANTE
2470,FIDUCIARIA CENTRAL,TRAUMA PENETRANTE TORAX
2693,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
2724,SEGUROS DEL ESTADO,LUXACIONES TORCEDURAS Y ESGUINCES MULTIPLES NO ESPECIFICADOS
2834,PARTICULARES,QUEMADURAS
2844,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,QUEMADURAS
50,DIRECCION DE SANIDAD MILITAR,DIARREA SIN COMPROMISO GENERAL
80,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR NO ESPECIFICADO
119,MALLAMAS EPS,SINDROME EMETICO
152,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CEFALEA Y FIEBRE
214,NUEVA EPS,"DISURIA, POLAQUIURIA, FIEBRE"
316,NUEVA EPS,DISNEA MODERADA
339,E.P.S. SANITAS CONTRIBUTIVO.,URTICARIA NO ESPECIFICADA
391,ASMET SALUD CONTRIBUTIVO,CUERPO EXTRAÑO EN EL OJO
419,E.P.S. SANITAS CONTRIBUTIVO.,ANEMIA NUTRICIONAL
458,E.P.S. SANITAS CONTRIBUTIVO.,PALPITACIONES SIN COMPROMISO GENERAL
507,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,ANEMIA NUTRICIONAL
528,MALLAMAS EPS,OTROS TRASTORNOS DE ANSIEDAD
571,ASOCIACION INDIGENA DEL CAUCA AIC,TRASTORNO MENTAL
580,UNION TEMPORAL TOLIHUILA,EPISODIO DEPRESIVO
609,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,PALPITACIONES SIN COMPROMISO GENERAL
688,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,TRAUMATISMO DEL OJO Y DE LA ORBITA
746,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR OCULAR
753,E.P.S. SANITAS CONTRIBUTIVO.,CONJUNTIVITIS VIRAL SIN OTRA ESPECIFICACION
754,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR NO ESPECIFICADO
770,EMSSANAR E.P.S S.A.S,DISMINUCION SUBITA AGUDEZA VISUAL
877,DIRECCION DE SANIDAD MILITAR,EPISTAXIS + HTA + CEFALEA
895,EMSSANAR E.P.S S.A.S,EDEMA SIN TRAUMA
1052,CAJACOPI ARS,AMIGDALITIS AGUDA
1061,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,"RINORREA, DOLOR FRONTAL, FIEBRE"
1067,EMSSANAR E.P.S S.A.S,AMIGDALITIS AGUDA
1170,EMSSANAR E.P.S S.A.S,DISNEA MODERADA
1222,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DISNEA MODERADA
1255,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL INTERMITENTE
1297,EPS FAMISANAR SAS,SANGRADO RECTAL SIN COMPROMISO
1299,ASMET SALUD CONTRIBUTIVO,PROLAPSO GENITAL
1333,ASOCIACION INDIGENA DEL CAUCA AIC,SANGRADO RECTAL SIN COMPROMISO
1412,SEGUROS LA PREVISORA,CELULITIS DE SITIO NO ESPECIFICADO
1430,MUNDIAL DE SEGUROS,INFECCION DE HERIDA QUIRURGICA OBSTETRICA
1459,ASMET SALUD CONTRIBUTIVO,URTICARIAS
1473,NUEVA EPS,TRASTORNO DE LA UÑA NO ESPECIFICADO
1690,E.P.S. SANITAS CONTRIBUTIVO.,ARDOR PARA ORINAR
1701,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,INFECCION VIAS URINARIAS
1726,NUEVA EPS,ABDOMEN AGUDO
1834,ASMET SALUD CONTRIBUTIVO,HEMOPTISIS MODERADA
1867,UNION TEMPORAL TOLIHUILA,TAQUICARDIA SUPRAVENTRICULAR
1900,MALLAMAS EPS,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
1950,PROFESIONALES DE LA SALUD S.A,DOLOR ABDOMINAL
1966,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR ABDOMINAL INTERMITENTE
1995,ASOCIACION INDIGENA DEL CAUCA AIC,SINDROME EMETICO
2015,ASMET SALUD CONTRIBUTIVO,ARDOR PARA ORINAR
2132,LA EQUIDAD SEGUROS O.C,CEFALEA
2148,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,DOLOR AGUDO
2266,MUNDIAL DE SEGUROS,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2348,EMSSANAR E.P.S S.A.S,ACCIDENTE EN DOMICILIO
2541,LIBERTY SEGUROS S.A.,FRACTURAS
2567,EMSSANAR E.P.S S.A.S,CONTUSIONES
2616,UT SERVISALUD SAN JOSE,ACCIDENTE EN DOMICILIO
2620,EMSSANAR E.P.S S.A.S,TRAUMA CERRADO DE MANO Y PIE
2628,COMPAÑIA DE SEGUROS BOLIVAR S.A.,CONTUSIONES
2654,DIRECCION DE SANIDAD MILITAR,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2686,DIRECCION DE SANIDAD MILITAR,TRAUMA CERRADO DE MANO Y PIE
